ITEM_SALES_PRICE_ID,SALES_PRICE_CODE,COMP_CODE,DIV_CODE,DOC_TYPE,DOC_NO,ITEM_CODE,WEF,ISEFFECTIVE_INDEFINITE,WET,SALES_PRICE,ITEM_DISCOUNT,ANY_GIFT_ITEM,GIFT_ITEM_DESC,ISACTIVE,CBU,DOC,DOM,MBU,ISDELETED,DELETEDBY,DELETEDON,gstcd,gst_rate
35015,ITSP0000000000015012,C015,DIV19,NULL,NULL,89706,00:00.0,0,26/07/2018,790,0,0,NULL,1,anirban,03:26.5,NULL,NULL,0,NULL,NULL,GT18,18
35020,ITSP0000000000015017,C015,DIV19,NULL,NULL,3634,00:00.0,0,09/01/2018,35,0,0,NULL,1,anirban,59:47.3,NULL,NULL,0,NULL,NULL,GT18,18
45019,ITSP0000000000015019,C015,DIV19,NULL,NULL,105622,00:00.0,0,26/11/2099,480,0,0,NULL,1,anirban,51:57.4,NULL,NULL,0,NULL,NULL,GT5,5
45020,ITSP0000000000015020,C015,DIV19,NULL,NULL,105624,00:00.0,0,26/11/2099,470,0,0,NULL,1,anirban,52:52.5,NULL,NULL,0,NULL,NULL,GT5,5
45023,ITSP0000000000015023,NULL,NULL,NULL,NULL,15742,00:00.0,0,12/03/2099,374,0,0,NULL,1,anirban,49:12.0,NULL,NULL,0,NULL,NULL,GT18,18
45025,ITSP0000000000015025,NULL,NULL,NULL,NULL,63016,00:00.0,0,12/03/2099,1364,0,0,NULL,1,anirban,18:33.0,NULL,NULL,0,NULL,NULL,GT18,18
45028,ITSP0000000000015028,NULL,NULL,NULL,NULL,101515,00:00.0,0,12/03/2099,2035,0,0,NULL,1,anirban,24:40.4,NULL,NULL,0,NULL,NULL,GT18,18
55029,ITSP0000000000015030,NULL,NULL,NULL,NULL,20870,00:00.0,0,12/03/2099,355,0,0,NULL,1,anirban,34:19.1,NULL,NULL,0,NULL,NULL,GT18,18
55032,ITSP0000000000015033,NULL,NULL,NULL,NULL,13760,00:00.0,0,12/03/2099,2090,0,0,NULL,1,anirban,51:34.9,NULL,NULL,0,NULL,NULL,GT18,18
55039,ITSP0000000000015040,C015,DIV19,NULL,NULL,7739,00:00.0,0,26/11/2099,5600,0,0,NULL,1,anirban,31:41.2,NULL,NULL,0,NULL,NULL,GT18,18
55043,ITSP0000000000015044,C015,DIV19,NULL,NULL,8441,00:00.0,0,26/11/2099,499,0,0,NULL,1,anirban,26:44.2,NULL,NULL,0,NULL,NULL,GT5,5
55045,ITSP0000000000015046,C015,DIV19,NULL,NULL,61625,00:00.0,0,26/11/2099,420,0,0,NULL,1,anirban,29:34.9,NULL,NULL,0,NULL,NULL,GT5,5
65039,ITSP0000000000015067,C015,DIV19,NULL,NULL,75378,00:00.0,0,26/07/2018,640,0,0,NULL,1,anirban,54:23.2,NULL,NULL,0,NULL,NULL,GT18,18
65041,ITSP0000000000015069,C015,DIV19,NULL,NULL,101133,00:00.0,0,26/11/2099,295,0,0,NULL,1,anirban,55:03.4,NULL,NULL,0,NULL,NULL,GT5,5
65042,ITSP0000000000015070,NULL,NULL,NULL,NULL,102357,00:00.0,0,12/03/2099,420,0,0,NULL,1,anirban,10:41.5,NULL,NULL,0,NULL,NULL,GT18,18
65045,ITSP0000000000015073,NULL,NULL,NULL,NULL,102363,00:00.0,0,12/03/2099,2360,0,0,NULL,1,anirban,36:39.3,NULL,NULL,0,NULL,NULL,GT18,18
65049,ITSP0000000000015077,NULL,NULL,NULL,NULL,64053,00:00.0,0,12/03/2099,1354,0,0,NULL,1,anirban,43:30.2,NULL,NULL,0,NULL,NULL,GT18,18
65051,ITSP0000000000015079,NULL,NULL,NULL,NULL,61546,00:00.0,0,12/03/2099,1350,0,0,NULL,1,anirban,34:48.7,NULL,NULL,0,NULL,NULL,GT18,18
65054,ITSP0000000000015082,C015,DIV19,NULL,NULL,13117,00:00.0,0,26/11/2099,180,0,0,NULL,1,anirban,16:43.8,NULL,NULL,0,NULL,NULL,GT5,5
65055,ITSP0000000000015083,C015,DIV19,NULL,NULL,13119,00:00.0,0,26/11/2099,180,0,0,NULL,1,anirban,17:19.8,NULL,NULL,0,NULL,NULL,GT5,5
65056,ITSP0000000000015084,C015,DIV19,NULL,NULL,65915,00:00.0,0,26/11/2099,1250,0,0,NULL,1,anirban,22:07.6,NULL,NULL,0,NULL,NULL,GT18,18
65058,ITSP0000000000015086,NULL,NULL,NULL,NULL,23849,00:00.0,0,12/03/2099,1289,0,0,NULL,1,anirban,09:26.9,NULL,NULL,0,NULL,NULL,GT18,18
65061,ITSP0000000000015089,NULL,NULL,NULL,NULL,10704,00:00.0,0,12/03/2099,915,0,0,NULL,1,anirban,37:49.9,NULL,NULL,0,NULL,NULL,GT18,18
65062,ITSP0000000000015090,NULL,NULL,NULL,NULL,82471,00:00.0,0,26/07/2018,660,0,0,NULL,1,anirban,18:41.5,NULL,NULL,0,NULL,NULL,GT18,18
65064,ITSP0000000000015092,NULL,NULL,NULL,NULL,65563,00:00.0,0,31/12/2017,499,0,0,NULL,1,anirban,09:56.1,NULL,NULL,0,NULL,NULL,GT5,5
65068,ITSP0000000000015096,NULL,NULL,NULL,NULL,103121,00:00.0,0,12/03/2099,650,0,0,NULL,1,anirban,57:27.5,NULL,NULL,0,NULL,NULL,GT18,18
65070,ITSP0000000000015098,NULL,NULL,NULL,NULL,13869,00:00.0,0,12/03/2099,579,0,0,NULL,1,anirban,48:45.2,NULL,NULL,0,NULL,NULL,GT18,18
65077,ITSP0000000000015105,C015,DIV19,NULL,NULL,22999,00:00.0,0,26/11/2099,215,0,0,NULL,1,anirban,45:30.3,NULL,NULL,0,NULL,NULL,GT18,18
65078,ITSP0000000000015106,NULL,NULL,NULL,NULL,1027,00:00.0,0,13/03/2099,234,0,0,NULL,1,anirban,48:11.5,NULL,NULL,0,NULL,NULL,GT18,18
65080,ITSP0000000000015108,C015,DIV19,NULL,NULL,164730,00:00.0,0,13/01/2018,0,0,0,NULL,1,anirban,55:43.4,NULL,NULL,0,NULL,NULL,GT18,18
65081,ITSP0000000000015109,NULL,NULL,NULL,NULL,164730,00:00.0,0,12/03/2099,399,0,0,NULL,1,anirban,59:19.2,NULL,NULL,0,NULL,NULL,GT18,18
65082,ITSP0000000000015110,C015,DIV19,NULL,NULL,102392,00:00.0,0,26/11/2099,495,0,0,NULL,1,anirban,36:14.6,NULL,NULL,0,NULL,NULL,GT18,18
65083,ITSP0000000000015111,NULL,NULL,NULL,NULL,63763,00:00.0,0,12/03/2099,355,0,0,NULL,1,anirban,06:33.9,NULL,NULL,0,NULL,NULL,GT18,18
65084,ITSP0000000000015112,C015,DIV19,NULL,NULL,15619,00:00.0,0,26/07/2018,999,0,0,NULL,1,anirban,32:10.7,NULL,NULL,0,NULL,NULL,GT18,18
65085,ITSP0000000000015113,C015,DIV19,NULL,NULL,200951,00:00.0,0,26/11/2099,260,0,0,NULL,1,anirban,09:45.5,NULL,NULL,0,NULL,NULL,GT5,5
65086,ITSP0000000000015114,C015,DIV19,NULL,NULL,200950,00:00.0,0,26/11/2099,260,0,0,NULL,1,anirban,12:01.5,NULL,NULL,0,NULL,NULL,GT5,5
65089,ITSP0000000000015117,NULL,NULL,NULL,NULL,3634,00:00.0,0,12/03/2099,33,0,0,NULL,1,anirban,38:57.4,NULL,NULL,0,NULL,NULL,GT18,18
65090,ITSP0000000000015118,C015,DIV19,NULL,NULL,10137,00:00.0,0,26/11/2099,1120,0,0,NULL,1,anirban,45:50.9,NULL,NULL,0,NULL,NULL,GT18,18
65095,ITSP0000000000015123,NULL,NULL,NULL,NULL,22904,00:00.0,0,12/03/2099,175,0,0,NULL,1,anirban,30:05.0,NULL,NULL,0,NULL,NULL,GT18,18
65100,ITSP0000000000015128,NULL,NULL,NULL,NULL,10727,00:00.0,0,12/03/2099,869,0,0,NULL,1,anirban,17:36.5,NULL,NULL,0,NULL,NULL,GT18,18
65101,ITSP0000000000015129,NULL,NULL,NULL,NULL,25050,00:00.0,0,12/03/2099,215,0,0,NULL,1,anirban,13:00.4,NULL,NULL,0,NULL,NULL,GT18,18
55064,ITSP0000000000015065,C015,DIV19,NULL,NULL,85867,00:00.0,0,26/07/2018,740,0,0,NULL,1,anirban,05:46.5,NULL,NULL,0,NULL,NULL,GT18,18
65052,ITSP0000000000015080,NULL,NULL,NULL,NULL,2642,00:00.0,0,12/03/2099,2709,0,0,NULL,1,anirban,38:43.9,NULL,NULL,0,NULL,NULL,GT18,18
65071,ITSP0000000000015099,NULL,NULL,NULL,NULL,13884,00:00.0,0,12/03/2099,625,0,0,NULL,1,anirban,30:53.7,NULL,NULL,0,NULL,NULL,GT18,18
65079,ITSP0000000000015107,NULL,NULL,NULL,NULL,103904,00:00.0,0,13/03/2099,205,0,0,NULL,1,anirban,49:14.5,NULL,NULL,0,NULL,NULL,GT18,18
65087,ITSP0000000000015115,NULL,NULL,NULL,NULL,13441,00:00.0,0,12/03/2099,305,0,0,NULL,1,anirban,56:55.4,NULL,NULL,0,NULL,NULL,GT18,18
65088,ITSP0000000000015116,NULL,NULL,NULL,NULL,61545,00:00.0,0,12/03/2099,729,0,0,NULL,1,anirban,34:42.7,NULL,NULL,0,NULL,NULL,GT18,18
65091,ITSP0000000000015119,C015,DIV19,NULL,NULL,15246,00:00.0,0,26/07/2018,380,0,0,NULL,1,anirban,05:30.6,NULL,NULL,0,NULL,NULL,GT18,18
65092,ITSP0000000000015120,NULL,NULL,NULL,NULL,11625,00:00.0,0,12/03/2099,1728,0,0,NULL,1,anirban,20:05.2,NULL,NULL,0,NULL,NULL,GT18,18
65096,ITSP0000000000015124,NULL,NULL,NULL,NULL,2645,00:00.0,0,12/03/2099,2709,0,0,NULL,1,anirban,22:05.0,NULL,NULL,0,NULL,NULL,GT18,18
65097,ITSP0000000000015125,NULL,NULL,NULL,NULL,2648,00:00.0,0,12/03/2099,2709,0,0,NULL,1,anirban,22:21.3,NULL,NULL,0,NULL,NULL,GT18,18
65102,ITSP0000000000015130,NULL,NULL,NULL,NULL,103109,00:00.0,0,12/03/2099,2475,0,0,NULL,1,anirban,11:47.2,NULL,NULL,0,NULL,NULL,GT18,18
65104,ITSP0000000000015132,NULL,NULL,NULL,NULL,68012,00:00.0,0,12/03/2099,700,0,0,NULL,1,anirban,58:26.2,NULL,NULL,0,NULL,NULL,GT18,18
65105,ITSP0000000000015133,NULL,NULL,NULL,NULL,101214,00:00.0,0,12/03/2099,1438,0,0,NULL,1,anirban,59:33.8,NULL,NULL,0,NULL,NULL,GT18,18
65107,ITSP0000000000015135,NULL,NULL,NULL,NULL,15426,00:00.0,0,26/07/2018,729,0,0,NULL,1,anirban,21:43.6,NULL,NULL,0,NULL,NULL,GT18,18
65108,ITSP0000000000015136,NULL,NULL,NULL,NULL,100638,00:00.0,0,12/03/2099,2690,0,0,NULL,1,anirban,50:17.5,NULL,NULL,0,NULL,NULL,GT18,18
65109,ITSP0000000000015137,NULL,NULL,NULL,NULL,12902,00:00.0,0,12/03/2099,140,0,0,NULL,1,anirban,24:44.0,NULL,NULL,0,NULL,NULL,GT18,18
65110,ITSP0000000000015138,NULL,NULL,NULL,NULL,925,00:00.0,0,12/03/2099,290,0,0,NULL,1,anirban,25:04.8,NULL,NULL,0,NULL,NULL,GT18,18
65111,ITSP0000000000015139,NULL,NULL,NULL,NULL,20843,00:00.0,0,12/03/2099,250,0,0,NULL,1,anirban,48:25.8,NULL,NULL,0,NULL,NULL,GT18,18
65112,ITSP0000000000015140,NULL,NULL,NULL,NULL,64061,00:00.0,0,12/03/2099,2148,0,0,NULL,1,anirban,24:30.6,NULL,NULL,0,NULL,NULL,GT18,18
65113,ITSP0000000000015141,NULL,NULL,NULL,NULL,63028,00:00.0,0,12/03/2099,2045,0,0,NULL,1,anirban,56:40.1,NULL,NULL,0,NULL,NULL,GT18,18
65114,ITSP0000000000015142,C015,DIV19,NULL,NULL,101146,00:00.0,0,26/11/2099,1065,0,0,NULL,1,anirban,40:29.8,NULL,NULL,0,NULL,NULL,GT18,18
65115,ITSP0000000000015143,NULL,NULL,NULL,NULL,13360,00:00.0,0,12/03/2099,990,0,0,NULL,1,anirban,43:33.7,NULL,NULL,0,NULL,NULL,GT18,18
65116,ITSP0000000000015144,NULL,NULL,NULL,NULL,15121,00:00.0,0,26/07/2018,200,0,0,NULL,1,anirban,44:57.4,NULL,NULL,0,NULL,NULL,GT5,5
65117,ITSP0000000000015145,NULL,NULL,NULL,NULL,100041,00:00.0,0,12/03/2099,1859,0,0,NULL,1,anirban,47:07.4,NULL,NULL,0,NULL,NULL,GT18,18
65118,ITSP0000000000015146,NULL,NULL,NULL,NULL,15103,00:00.0,0,12/03/2099,355,0,0,NULL,1,anirban,57:59.4,NULL,NULL,0,NULL,NULL,GT18,18
65119,ITSP0000000000015147,NULL,NULL,NULL,NULL,27830,00:00.0,0,12/03/2099,149,0,0,NULL,1,anirban,59:26.1,NULL,NULL,0,NULL,NULL,GT18,18
65120,ITSP0000000000015148,NULL,NULL,NULL,NULL,63030,00:00.0,0,12/03/2099,1018,0,0,NULL,1,anirban,09:16.7,NULL,NULL,0,NULL,NULL,GT18,18
65121,ITSP0000000000015149,NULL,NULL,NULL,NULL,3628,00:00.0,0,12/03/2099,56,0,0,NULL,1,anirban,48:55.9,NULL,NULL,0,NULL,NULL,GT18,18
65122,ITSP0000000000015150,NULL,NULL,NULL,NULL,66716,00:00.0,0,31/12/2017,800,0,0,NULL,1,anirban,25:14.0,NULL,NULL,0,NULL,NULL,GT18,18
65123,ITSP0000000000015151,NULL,NULL,NULL,NULL,13498,00:00.0,0,12/03/2099,420,0,0,NULL,1,anirban,27:11.4,NULL,NULL,0,NULL,NULL,GT18,18
65129,ITSP0000000000015157,NULL,NULL,NULL,NULL,66716,00:00.0,0,12/03/2099,747,0,0,NULL,1,anirban,51:42.2,NULL,NULL,0,NULL,NULL,GT18,18
65130,ITSP0000000000015158,NULL,NULL,NULL,NULL,7336,00:00.0,0,12/03/2099,1540,0,0,NULL,1,anirban,04:41.9,NULL,NULL,0,NULL,NULL,GT18,18
65131,ITSP0000000000015159,NULL,NULL,NULL,NULL,20855,00:00.0,0,12/03/2099,215,0,0,NULL,1,anirban,52:37.1,NULL,NULL,0,NULL,NULL,GT18,18
65132,ITSP0000000000015160,NULL,NULL,NULL,NULL,20856,00:00.0,0,12/03/2099,160,0,0,NULL,1,anirban,22:43.8,NULL,NULL,0,NULL,NULL,GT18,18
65133,ITSP0000000000015161,NULL,NULL,NULL,NULL,11621,00:00.0,0,12/03/2099,1494,0,0,NULL,1,anirban,26:02.2,NULL,NULL,0,NULL,NULL,GT18,18
65134,ITSP0000000000015162,C015,DIV19,NULL,NULL,62541,00:00.0,0,26/11/2099,299,0,0,NULL,1,anirban,41:10.4,NULL,NULL,0,NULL,NULL,GT5,5
65135,ITSP0000000000015163,NULL,NULL,NULL,NULL,101703,00:00.0,0,19/11/2017,729,0,0,NULL,1,anirban,25:11.6,NULL,NULL,0,NULL,NULL,GT18,18
65136,ITSP0000000000015164,NULL,NULL,NULL,NULL,25066,00:00.0,0,12/03/2099,205,0,0,NULL,1,anirban,47:06.1,NULL,NULL,0,NULL,NULL,GT18,18
65137,ITSP0000000000015165,C015,DIV19,NULL,NULL,62542,00:00.0,0,26/11/2099,299,0,0,NULL,1,anirban,39:17.0,NULL,NULL,0,NULL,NULL,GT5,5
65144,ITSP0000000000015172,NULL,NULL,NULL,NULL,164031,00:00.0,0,01/03/2099,420,0,0,NULL,1,anirban,22:57.4,NULL,NULL,0,NULL,NULL,GT18,18
65145,ITSP0000000000015173,NULL,NULL,NULL,NULL,16820,00:00.0,0,01/03/2099,1025,0,0,NULL,1,anirban,23:17.9,NULL,NULL,0,NULL,NULL,GT18,18
65147,ITSP0000000000015175,NULL,NULL,NULL,NULL,103123,00:00.0,0,12/03/2099,600,0,0,NULL,1,anirban,08:08.9,NULL,NULL,0,NULL,NULL,GT18,18
65148,ITSP0000000000015176,NULL,NULL,NULL,NULL,61111,00:00.0,0,12/03/2099,180,0,0,NULL,1,anirban,02:45.7,NULL,NULL,0,NULL,NULL,GT18,18
65149,ITSP0000000000015177,NULL,NULL,NULL,NULL,22977,00:00.0,0,12/03/2099,84,0,0,NULL,1,anirban,10:23.9,NULL,NULL,0,NULL,NULL,GT18,18
65150,ITSP0000000000015178,NULL,NULL,NULL,NULL,2633,00:00.0,0,12/03/2099,2709,0,0,NULL,1,anirban,14:19.6,NULL,NULL,0,NULL,NULL,GT18,18
65152,ITSP0000000000015180,NULL,NULL,NULL,NULL,10738,00:00.0,0,12/03/2099,1345,0,0,NULL,1,anirban,59:42.2,NULL,NULL,0,NULL,NULL,GT18,18
65156,ITSP0000000000015184,NULL,NULL,NULL,NULL,20872,00:00.0,0,12/03/2099,234,0,0,NULL,1,anirban,55:52.4,NULL,NULL,0,NULL,NULL,GT18,18
65157,ITSP0000000000015185,NULL,NULL,NULL,NULL,1020,00:00.0,0,12/03/2099,373,0,0,NULL,1,anirban,16:10.0,NULL,NULL,0,NULL,NULL,GT18,18
65158,ITSP0000000000015186,C015,DIV19,NULL,NULL,300228,00:00.0,0,26/07/2018,780,0,0,NULL,1,anirban,31:18.0,NULL,NULL,0,NULL,NULL,GT18,18
65159,ITSP0000000000015187,NULL,NULL,NULL,NULL,103924,00:00.0,0,12/03/2099,260,0,0,NULL,1,anirban,18:33.6,NULL,NULL,0,NULL,NULL,GT18,18
65161,ITSP0000000000015189,NULL,NULL,NULL,NULL,63834,00:00.0,0,12/03/2099,175,0,0,NULL,1,anirban,45:10.0,NULL,NULL,0,NULL,NULL,GT18,18
75161,ITSP0000000000015191,NULL,NULL,NULL,NULL,164070,00:00.0,0,12/03/2099,520,0,0,NULL,1,anirban,03:44.9,NULL,NULL,0,NULL,NULL,GT18,18
75162,ITSP0000000000015192,C015,DIV19,NULL,NULL,20150,00:00.0,0,26/11/2099,1680,0,0,NULL,1,anirban,44:17.0,NULL,NULL,0,NULL,NULL,GT18,18
75165,ITSP0000000000015195,NULL,NULL,NULL,NULL,85808,00:00.0,0,26/07/2018,740,0,0,NULL,1,anirban,06:22.5,NULL,NULL,0,NULL,NULL,GT18,18
75172,ITSP0000000000015202,NULL,NULL,NULL,NULL,114029,00:00.0,0,12/03/2099,37,0,0,NULL,1,anirban,56:58.4,NULL,NULL,0,NULL,NULL,GT18,18
65093,ITSP0000000000015121,NULL,NULL,NULL,NULL,19707,00:00.0,0,12/03/2099,690,0,0,NULL,1,anirban,18:14.5,NULL,NULL,0,NULL,NULL,GT18,18
65103,ITSP0000000000015131,NULL,NULL,NULL,NULL,63845,00:00.0,0,12/03/2099,230,0,0,NULL,1,anirban,01:20.0,NULL,NULL,0,NULL,NULL,GT18,18
65124,ITSP0000000000015152,NULL,NULL,NULL,NULL,3629,00:00.0,0,12/03/2099,56,0,0,NULL,1,anirban,38:07.2,NULL,NULL,0,NULL,NULL,GT18,18
65138,ITSP0000000000015166,NULL,NULL,NULL,NULL,63759,00:00.0,0,19/11/2017,1150,0,0,NULL,1,anirban,44:59.0,NULL,NULL,0,NULL,NULL,GT18,18
65151,ITSP0000000000015179,C015,DIV19,NULL,NULL,87301,00:00.0,0,26/11/2099,580,0,0,NULL,1,sa,12:41.7,NULL,NULL,0,NULL,NULL,GT5,5
65153,ITSP0000000000015181,NULL,NULL,NULL,NULL,13764,00:00.0,0,12/03/2099,270,0,0,NULL,1,anirban,55:16.3,NULL,NULL,0,NULL,NULL,GT18,18
65154,ITSP0000000000015182,NULL,NULL,NULL,NULL,66726,00:00.0,0,12/03/2099,800,0,0,NULL,1,anirban,22:06.0,NULL,NULL,0,NULL,NULL,GT18,18
75163,ITSP0000000000015193,NULL,NULL,NULL,NULL,61028,00:00.0,0,12/03/2099,448,0,0,NULL,1,anirban,45:19.0,NULL,NULL,0,NULL,NULL,GT18,18
75166,ITSP0000000000015196,NULL,NULL,NULL,NULL,23848,00:00.0,0,12/03/2099,1280,0,0,NULL,1,anirban,09:56.9,NULL,NULL,0,NULL,NULL,GT18,18
75167,ITSP0000000000015197,C015,DIV19,NULL,NULL,20149,00:00.0,0,26/07/2018,899,0,0,NULL,1,anirban,12:46.6,NULL,NULL,0,NULL,NULL,GT18,18
75174,ITSP0000000000015204,NULL,NULL,NULL,NULL,65563,00:00.0,0,19/11/2017,500,0,0,NULL,1,anirban,32:58.9,NULL,NULL,0,NULL,NULL,GT5,5
75175,ITSP0000000000015205,NULL,NULL,NULL,NULL,65563,00:00.0,0,12/03/2099,499,0,0,NULL,1,anirban,34:41.1,NULL,NULL,0,NULL,NULL,GT5,5
75176,ITSP0000000000015206,NULL,NULL,NULL,NULL,102319,00:00.0,0,12/03/2099,1018,0,0,NULL,1,anirban,42:41.7,NULL,NULL,0,NULL,NULL,GT18,18
75177,ITSP0000000000015207,NULL,NULL,NULL,NULL,102109,00:00.0,0,12/03/2099,280,0,0,NULL,1,anirban,13:07.8,NULL,NULL,0,NULL,NULL,GT18,18
75178,ITSP0000000000015208,NULL,NULL,NULL,NULL,103925,00:00.0,0,12/03/2099,234,0,0,NULL,1,anirban,02:06.5,NULL,NULL,0,NULL,NULL,GT18,18
75179,ITSP0000000000015209,NULL,NULL,NULL,NULL,101120,00:00.0,0,12/03/2099,1015,0,0,NULL,1,anirban,58:01.1,NULL,NULL,0,NULL,NULL,GT18,18
75184,ITSP0000000000015214,NULL,NULL,NULL,NULL,2657,00:00.0,0,12/03/2099,2709,0,0,NULL,1,anirban,45:51.2,NULL,NULL,0,NULL,NULL,GT18,18
75185,ITSP0000000000015215,NULL,NULL,NULL,NULL,63780,00:00.0,0,12/03/2099,410,0,0,NULL,1,anirban,58:07.0,NULL,NULL,0,NULL,NULL,GT18,18
75186,ITSP0000000000015216,NULL,NULL,NULL,NULL,24506,00:00.0,0,12/03/2099,2335,0,0,NULL,1,anirban,37:24.0,NULL,NULL,0,NULL,NULL,GT18,18
75187,ITSP0000000000015217,NULL,NULL,NULL,NULL,9323,00:00.0,0,12/03/2099,470,0,0,NULL,1,anirban,06:14.6,NULL,NULL,0,NULL,NULL,GT5,5
75189,ITSP0000000000015219,C015,DIV19,NULL,NULL,20787,00:00.0,0,26/11/2099,450,0,0,NULL,1,anirban,44:25.8,NULL,NULL,0,NULL,NULL,GT5,5
75190,ITSP0000000000015220,C015,DIV19,NULL,NULL,20786,00:00.0,0,26/11/2099,390,0,0,NULL,1,anirban,48:03.1,NULL,NULL,0,NULL,NULL,GT5,5
75191,ITSP0000000000015221,C015,DIV19,NULL,NULL,20785,00:00.0,0,26/11/2099,390,0,0,NULL,1,anirban,50:23.5,NULL,NULL,0,NULL,NULL,GT5,5
75192,ITSP0000000000015222,C015,DIV19,NULL,NULL,20784,00:00.0,0,10/02/2018,390,0,0,NULL,1,anirban,52:08.1,NULL,NULL,0,NULL,NULL,GT5,5
75193,ITSP0000000000015223,NULL,NULL,NULL,NULL,24505,00:00.0,0,12/03/2099,2709,0,0,NULL,1,anirban,55:30.6,NULL,NULL,0,NULL,NULL,GT18,18
75194,ITSP0000000000015224,NULL,NULL,NULL,NULL,17621,00:00.0,0,10/03/2099,499,0,0,NULL,1,anirban,25:37.4,NULL,NULL,0,NULL,NULL,GT18,18
75198,ITSP0000000000015228,NULL,NULL,NULL,NULL,14615,00:00.0,0,12/03/2099,370,0,0,NULL,1,anirban,48:34.4,NULL,NULL,0,NULL,NULL,GT18,18
